"Grupao","Grupo","Familia","Especie","NomeComum","PrincipaisAmeacas"
"Flora","Angiospermas","Poaceae","Digitaria neesiana","capim-do-campo-limpo","agropecuaria"
"Flora","Angiospermas","Bignoniaceae","Digomphia densicoma","kirpau","vazio"
"Flora","Angiospermas","Asteraceae","Dimerostemma annuum","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Dimerostemma episcopale","-","queimadas"
"Flora","Angiospermas","Asteraceae","Dimerostemma episcopale","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Dimerostemma grazielae","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Dimerostemma myrtifolium","-","agropecuaria"
"Flora","Angiospermas","Fabaceae","Dimorphandra wilsonii","Faveiro-de-Wilson","distribuiçao restrita"
"Flora","Angiospermas","Fabaceae","Dimorphandra wilsonii","Faveiro-de-Wilson","desenvolvimento e infraestrutura"
"Fauna","Invertebrados Terrestres","Formicidae","Dinoponera lucida","Formiga","agropecuaria"
"Fauna","Invertebrados Terrestres","Formicidae","Dinoponera lucida","Formiga","expansão urbana"
"Fauna","Aves","Diomedeidae","Diomedea dabbenena","Albatroz-de-tristão","especies exoticas"
"Fauna","Aves","Diomedeidae","Diomedea dabbenena","Albatroz-de-tristão","caça/pesca/captura"
"Fauna","Aves","Diomedeidae","Diomedea epomophora","Albatroz-real","caça/pesca/captura"
"Fauna","Aves","Diomedeidae","Diomedea epomophora","Albatroz-real","mudanças na dinamica das especies nativas"
"Fauna","Aves","Diomedeidae","Diomedea epomophora","Albatroz-real","poluiçao"
"Fauna","Aves","Diomedeidae","Diomedea exulans","Albatroz-gigante","especies exoticas"
"Fauna","Aves","Diomedeidae","Diomedea exulans","Albatroz-gigante","caça/pesca/captura"
"Fauna","Aves","Diomedeidae","Diomedea exulans","Albatroz-gigante","mudanças na dinamica das especies nativas"
"Fauna","Aves","Diomedeidae","Diomedea sanfordi","Albatroz-real-do-norte","desastres naturais"
"Fauna","Aves","Diomedeidae","Diomedea sanfordi","Albatroz-real-do-norte","mudanças na dinamica das especies nativas"
"Fauna","Invertebrados Aquáticos","Onuphidae","Diopatra cuprea","Desconhecido","expansão urbana"
"Fauna","Invertebrados Aquáticos","Onuphidae","Diopatra cuprea","Desconhecido","caça/pesca/captura"
"Fauna","Invertebrados Aquáticos","Onuphidae","Diopatra cuprea","Desconhecido","mineraçao"
"Fauna","Invertebrados Aquáticos","Onuphidae","Diopatra cuprea","Desconhecido","transportes (terrestre/aereo/aquatico)"
"Fauna","Invertebrados Aquáticos","Onuphidae","Diopatra cuprea","Desconhecido","poluiçao"
"Fauna","Invertebrados Terrestres","Chelodesmidae","Dioplosternus salvatrix","Piolho-de-cobra","agropecuaria"
"Fauna","Invertebrados Terrestres","Chelodesmidae","Dioplosternus salvatrix","Piolho-de-cobra","Produção de energia"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea asperula","-","especies invasoras"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea asperula","-","agropecuaria"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea loefgrenii","-","agropecuaria"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea loefgrenii","-","Turismo desordenado"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea mantiqueirensis","-","Turismo desordenado"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea mantiqueirensis","-","agropecuaria"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea pseudomacrocapsa","-","mineraçao"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea pseudomacrocapsa","-","queimadas"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea pseudomacrocapsa","-","Turismo desordenado"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea pseudomacrocapsa","-","especies invasoras"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea pseudomacrocapsa","-","expansão urbana"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea sanpaulensis","-","Turismo desordenado"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea sanpaulensis","-","especies invasoras"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea trilinguis","-","agropecuaria"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea trilinguis","-","extraçao de madeira"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea trilinguis","-","desenvolvimento e infraestrutura"
"Flora","Pteridófitas","Lycopodiaceae","Diphasium jussiaei","-","vazio"
"Fauna","Invertebrados Aquáticos","Hyriidae","Diplodon (Rhipidodonta) koseritzi","Marisco-do-junco","especies exoticas"
"Fauna","Invertebrados Aquáticos","Hyriidae","Diplodon (Rhipidodonta) koseritzi","Marisco-do-junco","barragens"
"Fauna","Invertebrados Aquáticos","Hyriidae","Diplodon (Rhipidodonta) koseritzi","Marisco-do-junco","abastecimento/drenagem"
"Fauna","Invertebrados Aquáticos","Hyriidae","Diplodon (Rhipidodonta) koseritzi","Marisco-do-junco","poluiçao"
"Flora","Angiospermas","Malpighiaceae","Diplopterys sepium","-","agropecuaria"
"Flora","Angiospermas","Lythraceae","Diplusodon aggregatifolius","-","agropecuaria"
"Flora","Angiospermas","Lythraceae","Diplusodon aggregatifolius","-","queimadas"
"Flora","Angiospermas","Lythraceae","Diplusodon aggregatifolius","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Lythraceae","Diplusodon aggregatifolius","-","mineraçao"
"Flora","Angiospermas","Lythraceae","Diplusodon argyrophyllus","-","queimadas"
"Flora","Angiospermas","Lythraceae","Diplusodon ericoides","-","agropecuaria"
"Flora","Angiospermas","Lythraceae","Diplusodon glaziovii","-","expansão urbana"
"Flora","Angiospermas","Lythraceae","Diplusodon glaziovii","-","especies invasoras"
"Flora","Angiospermas","Lythraceae","Diplusodon glaziovii","-","queimadas"
"Flora","Angiospermas","Lythraceae","Diplusodon glaziovii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Lythraceae","Diplusodon gracilis","-","agropecuaria"
"Flora","Angiospermas","Lythraceae","Diplusodon hatschbachii","-","agropecuaria"
"Flora","Angiospermas","Lythraceae","Diplusodon minasensis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Lythraceae","Diplusodon minasensis","-","especies invasoras"
"Flora","Angiospermas","Lythraceae","Diplusodon minasensis","-","queimadas"
"Flora","Angiospermas","Lythraceae","Diplusodon minasensis","-","expansão urbana"
"Flora","Angiospermas","Lythraceae","Diplusodon orbicularis","cai-cai","queimadas"
"Flora","Angiospermas","Lythraceae","Diplusodon ovatus","-","agropecuaria"
"Flora","Angiospermas","Lythraceae","Diplusodon ovatus","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Lythraceae","Diplusodon panniculatus","-","agropecuaria"
"Flora","Angiospermas","Lythraceae","Diplusodon retroimbricatus","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Lythraceae","Diplusodon villosissimus","-","agropecuaria"
"Fauna","Invertebrados Terrestres","Saturniidae","Dirphia monticola","Mariposa","queimadas"
"Flora","Angiospermas","Rhamnaceae","Discaria americana","Caaró; Quina","vazio"
"Flora","Angiospermas","Cactaceae","Discocactus bahiensis","Frade-de-cavalo","coleta"
"Flora","Angiospermas","Cactaceae","Discocactus bahiensis","Frade-de-cavalo","agropecuaria"
"Flora","Angiospermas","Cactaceae","Discocactus bahiensis","Frade-de-cavalo","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Cactaceae","Discocactus catingicola","-","distribuiçao restrita"
"Flora","Angiospermas","Cactaceae","Discocactus catingicola","-","baixa densidade"
"Flora","Angiospermas","Cactaceae","Discocactus catingicola","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Cactaceae","Discocactus horstii","-","distribuiçao restrita"
"Flora","Angiospermas","Cactaceae","Discocactus horstii","-","coleta"
"Flora","Angiospermas","Cactaceae","Discocactus horstii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Cactaceae","Discocactus pseudoinsignis","-","barragens"
"Flora","Angiospermas","Cactaceae","Discocactus pseudoinsignis","-","plantaçao de madereiras"
"Flora","Angiospermas","Cactaceae","Discocactus zehntneri","-","barragens"
"Flora","Angiospermas","Cactaceae","Discocactus zehntneri","-","coleta"
"Fauna","Aves","Trochilidae","Discosura langsdorffi langsdorffi","Rabo-de-espinho","agropecuaria"
"Fauna","Aves","Trochilidae","Discosura langsdorffi langsdorffi","Rabo-de-espinho","extracao florestal"
"Flora","Angiospermas","Asteraceae","Disynaphia ericoides","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Asteraceae","Disynaphia praeficta","-","mineraçao"
"Flora","Angiospermas","Asteraceae","Disynaphia praeficta","-","extraçao de madeira"
"Flora","Angiospermas","Asteraceae","Disynaphia praeficta","-","extraçao de nao madereiras"
"Flora","Angiospermas","Asteraceae","Disynaphia variolata","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Disynaphia variolata","-","especies invasoras"
"Flora","Angiospermas","Asteraceae","Disynaphia variolata","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Apocynaceae","Ditassa arianeae","-","expansão urbana"
"Flora","Angiospermas","Apocynaceae","Ditassa auriflora","-","vazio"
"Flora","Angiospermas","Apocynaceae","Ditassa cipoensis","-","Turismo desordenado"
"Flora","Angiospermas","Apocynaceae","Ditassa cipoensis","-","expansão urbana"
"Flora","Angiospermas","Apocynaceae","Ditassa cordeiroana","-","expansão urbana"
"Flora","Angiospermas","Apocynaceae","Ditassa cordeiroana","-","Turismo desordenado"
"Flora","Angiospermas","Apocynaceae","Ditassa itambensis","-","Turismo desordenado"
"Flora","Angiospermas","Apocynaceae","Ditassa itambensis","-","expansão urbana"
"Flora","Angiospermas","Apocynaceae","Ditassa laevis","-","mineraçao"
"Flora","Angiospermas","Apocynaceae","Ditassa leonii","-","vazio"
"Flora","Angiospermas","Apocynaceae","Ditassa longisepala","-","mineraçao"
"Flora","Angiospermas","Apocynaceae","Ditassa maricaensis","-","expansão urbana"
"Flora","Angiospermas","Apocynaceae","Ditassa oberdanii","-","agropecuaria"
"Fauna","Répteis","Dipsadidae","Ditaxodon taeniatus","Parelheira-listrada-do-campo","agropecuaria"
"Fauna","Répteis","Dipsadidae","Ditaxodon taeniatus","Parelheira-listrada-do-campo","queimadas"
"Flora","Angiospermas","Dilleniaceae","Doliocarpus lancifolius","-","mudanças na dinamica das especies nativas"
"Flora","Angiospermas","Dilleniaceae","Doliocarpus lancifolius","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Moraceae","Dorstenia conceptionis","-","extraçao de madeira"
"Flora","Angiospermas","Moraceae","Dorstenia conceptionis","-","poluiçao"
"Flora","Angiospermas","Moraceae","Dorstenia hildegardis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Pteridófitas","Pteridaceae","Doryopteris itatiaiensis","-","desastres naturais"
"Flora","Pteridófitas","Pteridaceae","Doryopteris paradoxa","-","desastres naturais"
"Flora","Pteridófitas","Pteridaceae","Doryopteris paradoxa","-","mineraçao"
"Flora","Pteridófitas","Pteridaceae","Doryopteris paradoxa","-","queimadas"
"Flora","Pteridófitas","Pteridaceae","Doryopteris quinquelobata","-","poluiçao"
"Flora","Pteridófitas","Pteridaceae","Doryopteris quinquelobata","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Pteridófitas","Pteridaceae","Doryopteris rediviva","-","mineraçao"
"Flora","Pteridófitas","Pteridaceae","Doryopteris rediviva","-","queimadas"
"Flora","Pteridófitas","Pteridaceae","Doryopteris rediviva","-","desastres naturais"
"Flora","Pteridófitas","Pteridaceae","Doryopteris rediviva","-","agropecuaria"
"Flora","Pteridófitas","Pteridaceae","Doryopteris rosenstockii","-","queimadas"
"Flora","Pteridófitas","Pteridaceae","Doryopteris rosenstockii","-","expansão urbana"
"Flora","Pteridófitas","Pteridaceae","Doryopteris rosenstockii","-","desastres naturais"
"Flora","Pteridófitas","Pteridaceae","Doryopteris rufa","-","queimadas"
"Flora","Pteridófitas","Pteridaceae","Doryopteris subsimplex","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Pteridófitas","Pteridaceae","Doryopteris subsimplex","-","queimadas"
"Flora","Pteridófitas","Pteridaceae","Doryopteris subsimplex","-","expansão urbana"
"Flora","Pteridófitas","Pteridaceae","Doryopteris tijucana","-","poluiçao"
"Flora","Pteridófitas","Pteridaceae","Doryopteris trilobata","-","mineraçao"
"Fauna","Invertebrados Terrestres","Nymphalidae","Doxocopa zalmunna","Borboleta","agropecuaria"
"Fauna","Invertebrados Terrestres","Nymphalidae","Doxocopa zalmunna","Borboleta","expansão urbana"
"Flora","Briófitas","Lejeuneaceae","Drepanolejeunea aculeata","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Invertebrados Terrestres","Hesperiidae","Drephalys miersi","Borboleta","poluiçao"
"Fauna","Invertebrados Terrestres","Hesperiidae","Drephalys mourei","Borboleta","expansão urbana"
"Fauna","Invertebrados Terrestres","Hesperiidae","Drephalys mourei","Borboleta","poluiçao"
"Flora","Angiospermas","Droseraceae","Drosera graomogolensis","-","distribuiçao restrita"
"Flora","Angiospermas","Droseraceae","Drosera graomogolensis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Orchidaceae","Dryadella auriculigera","-","vazio"
"Flora","Angiospermas","Orchidaceae","Dryadella lilliputiana","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Orchidaceae","Dryadella lilliputiana","-","extraçao de madeira"
"Flora","Angiospermas","Orchidaceae","Dryadella susanae","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Invertebrados Terrestres","Drymusidae","Drymusa spelunca","Falsa-aranha-violino","mineraçao"
"Fauna","Aves","Picidae","Dryocopus galeatus","Pica-pau-de-cara-canela","agropecuaria"
"Fauna","Aves","Picidae","Dryocopus galeatus","Pica-pau-de-cara-canela","expansão urbana"
"Flora","Angiospermas","Annonaceae","Duguetia magnolioidea","-","queimadas"
"Flora","Angiospermas","Annonaceae","Duguetia magnolioidea","-","agropecuaria"
"Flora","Angiospermas","Annonaceae","Duguetia magnolioidea","-","distribuiçao restrita"
"Flora","Angiospermas","Annonaceae","Duguetia magnolioidea","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Duguetia restingae","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Duguetia restingae","-","agropecuaria"
"Flora","Angiospermas","Annonaceae","Duguetia reticulata","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Duguetia scottmorii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Duguetia sooretamae","Pindaíba coroa","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Orchidaceae","Dungsia harpophylla","-","vazio"
"Flora","Angiospermas","Orchidaceae","Dungsia kautskyi","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Bromeliaceae","Dyckia agudensis","-","agropecuaria"
"Flora","Angiospermas","Bromeliaceae","Dyckia agudensis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Bromeliaceae","Dyckia cabrerae","-","extraçao de nao madereiras"
"Flora","Angiospermas","Bromeliaceae","Dyckia delicata","-","vazio"
"Flora","Angiospermas","Bromeliaceae","Dyckia distachya","-","barragens"
"Flora","Angiospermas","Bromeliaceae","Dyckia domfelicianensis","-","vazio"
"Flora","Angiospermas","Bromeliaceae","Dyckia fosteriana","-","vazio"
"Flora","Angiospermas","Bromeliaceae","Dyckia hatschbachii","-","extraçao de nao madereiras"
"Flora","Angiospermas","Bromeliaceae","Dyckia hatschbachii","-","coleta"
"Flora","Angiospermas","Bromeliaceae","Dyckia ibicuiensis","-","vazio"
"Flora","Angiospermas","Bromeliaceae","Dyckia ibiramensis","-","barragens"
"Flora","Angiospermas","Bromeliaceae","Dyckia maritima","-","barragens"
"Flora","Angiospermas","Bromeliaceae","Dyckia maritima","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Bromeliaceae","Dyckia monticola","-","mineraçao"
"Flora","Angiospermas","Bromeliaceae","Dyckia pseudococcinea","-","desenvolvimento e infraestrutura"
"Flora","Angiospermas","Bromeliaceae","Dyckia rariflora","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Bromeliaceae","Dyckia reitzii","-","vazio"
"Flora","Angiospermas","Bromeliaceae","Dyckia remotiflora","-","coleta"
"Flora","Angiospermas","Bromeliaceae","Dyckia remotiflora","-","Turismo desordenado"
"Flora","Angiospermas","Bromeliaceae","Dyckia remotiflora","-","agropecuaria"
"Flora","Angiospermas","Bromeliaceae","Dyckia ursina","-","agropecuaria"
"Flora","Angiospermas","Acanthaceae","Dyschoriste lavandulacea","-","vazio"
"Flora","Angiospermas","Acanthaceae","Dyschoriste smithii","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Aves","Thamnophilidae","Dysithamnus plumbeus","Choquinha-chumbo","extracao florestal"
"Fauna","Répteis","Dipsadidae","Echinanthera cephalomaculata","Desconhecido","agropecuaria"
"Flora","Angiospermas","Asteraceae","Echinocoryne echinocephala","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Echinocoryne echinocephala","-","queimadas"
"Flora","Angiospermas","Cactaceae","Echinopsis calochlora","-","mineraçao"
"Flora","Angiospermas","Cactaceae","Echinopsis calochlora","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Cactaceae","Echinopsis oxygona","-","agropecuaria"
"Flora","Angiospermas","Cactaceae","Echinopsis oxygona","-","especies invasoras"
"Flora","Angiospermas","Bromeliaceae","Eduandrea selloana","-","mineraçao"
"Fauna","Peixes Continentais","Sternopygidae","Eigenmannia vicentespelaea","Ituí","agropecuaria"
"Fauna","Peixes Continentais","Sternopygidae","Eigenmannia vicentespelaea","Ituí","queimadas"
"Flora","Angiospermas","Amaryllidaceae","Eithea blumenavia","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Peixes Marinhos","Gobiidae","Elacatinus figaro","Neon","caça/pesca/captura"
